formulae,sentences,quantifiers,sat,unary,binary,num_clauses,prob
"[ForAll(x, Implies(Not(obrońca(x)), Not(pacjent(x)))), ForAll(x, Implies(Not(obrońca(x)), brukarz(x))), ForAll(x, Implies(Not(pacjent(x)), dekarz(x))), ForAll(x, Implies(Not(dekarz(x)), Not(pacjent(x))))]","['żaden nie-obrońca nie jest pacjent', 'każdy nie-obrońca są brukarz', 'każdy nie-pacjent są dekarz', 'żaden nie-dekarz nie jest pacjent']","['all', 'all', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(weterynarz(x), rozgrywający(x))), Exists(x, And(monologista(x), Not(tancerz(x)))), Exists(x, And(Not(weterynarz(x)), Not(monologista(x)))), Exists(x, And(Not(monologista(x)), weterynarz(x)))]","['każdy weterynarz są rozgrywający', 'jakiś monologista nie jest tancerz', 'jakiś nie-weterynarz nie jest monologista', 'pewien nie-monologista są weterynarz']","['all', 'exists', 'exists', 'exists']",sat,4,1,4,1
"[ForAll(x, Implies(Not(zdobywca(x)), Not(ekspert(x)))), ForAll(x, Implies(Not(pomocnik(x)), ekspert(x))), ForAll(x, Implies(Not(pomocnik(x)), Not(watażka(x)))), ForAll(x, Implies(Not(zdobywca(x)), pomocnik(x)))]","['żaden nie-zdobywca nie jest ekspert', 'każdy nie-pomocnik są ekspert', 'żaden nie-pomocnik nie jest watażka', 'każdy nie-zdobywca są pomocnik']","['all', 'all', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(malarz(x), lekarz(x))), ForAll(x, Implies(Not(rybak(x)), Not(lekarz(x)))), Exists(x, And(lekarz(x), rybak(x)))]","['każdy malarz są lekarz', 'żaden nie-rybak nie jest lekarz', 'jakiś lekarz jest rybak']","['all', 'all', 'exists']",sat,3,1,3,1
"[ForAll(x, Implies(Not(epidemiolog(x)), nauczyciel(x))), Exists(x, And(filozof(x), kaskader(x))), ForAll(x, Implies(filozof(x), kaskader(x))), Exists(x, And(zdobywca(x), kaskader(x))), Exists(x, And(Not(filozof(x)), kaskader(x)))]","['każdy nie-epidemiolog są nauczyciel', 'pewien filozof są kaskader', 'każdy filozof są kaskader', 'jakiś zdobywca jest kaskader', 'pewien nie-filozof są kaskader']","['all', 'exists', 'all', 'exists', 'exists']",sat,5,1,5,1
"[Exists(x, And(Not(obrońca(x)), osadnik(x))), ForAll(x, Implies(Not(obrońca(x)), osadnik(x))), Exists(x, And(rzeźnik(x), Not(obrońca(x))))]","['jakiś nie-obrońca jest osadnik', 'każdy nie-obrońca są osadnik', 'pewien rzeźnik nie są obrońca']","['exists', 'all', 'exists']",sat,3,1,3,1
"[Exists(x, And(Not(pilot(x)), Not(poeta(x)))), Exists(x, And(Not(technik(x)), Not(pilot(x)))), Exists(x, And(poeta(x), technik(x)))]","['jakiś nie-pilot nie jest poeta', 'pewien nie-technik nie są pilot', 'pewien poeta są technik']","['exists', 'exists', 'exists']",sat,3,1,3,1
"[Exists(x, And(weterynarz(x), sędzia(x))), Exists(x, And(weterynarz(x), Not(królowa(x)))), Exists(x, And(Not(weterynarz(x)), Not(doradca(x)))), Exists(x, And(Not(królowa(x)), Not(doradca(x))))]","['pewien weterynarz są sędzia', 'pewien weterynarz nie są królowa', 'pewien nie-weterynarz nie są doradca', 'pewien nie-królowa nie są doradca']","['exists', 'exists', 'exists', 'exists']",sat,4,1,4,1
"[Exists(x, And(projektant_wnętrz(x), dj(x))), ForAll(x,
       Implies(projektant_wnętrz(x), Not(rozgrywający(x)))), Exists(x, And(Not(projektant_wnętrz(x)), dj(x)))]","['pewien projektant_wnętrz są dj', 'żaden projektant_wnętrz nie jest rozgrywający', 'jakiś nie-projektant_wnętrz jest dj']","['exists', 'all', 'exists']",sat,3,1,3,1
"[ForAll(x, Implies(Not(kapitan(x)), Not(terapeuta(x)))), ForAll(x, Implies(Not(kapitan(x)), terapeuta(x))), ForAll(x, Implies(Not(terapeuta(x)), Not(nauczyciel(x))))]","['żaden nie-kapitan nie jest terapeuta', 'każdy nie-kapitan są terapeuta', 'żaden nie-terapeuta nie jest nauczyciel']","['all', 'all', 'all']",sat,3,1,3,1
"[Exists(x, And(kierowca_ciężarówki(x), Not(ekonomista(x)))), ForAll(x,
       Implies(Not(kierowca_ciężarówki(x)), ekonomista(x))), Exists(x,
       And(Not(ekonomista(x)), Not(kierowca_ciężarówki(x))))]","['pewien kierowca_ciężarówki nie są ekonomista', 'każdy nie-kierowca_ciężarówki są ekonomista', 'jakiś nie-ekonomista nie jest kierowca_ciężarówki']","['exists', 'all', 'exists']",unsat,3,1,3,1
"[ForAll(x, Implies(Not(muzyk(x)), Not(naukowiec_ai(x)))), ForAll(x, Implies(skrzypek(x), Not(naukowiec_ai(x)))), ForAll(x, Implies(skrzypek(x), Not(naukowiec_ai(x))))]","['żaden nie-muzyk nie jest naukowiec_ai', 'żaden skrzypek nie jest naukowiec_ai', 'żaden skrzypek nie jest naukowiec_ai']","['all', 'all', 'all']",sat,3,1,3,1
"[ForAll(x, Implies(Not(wykładowca(x)), piłkarz(x))), Exists(x, And(piłkarz(x), Not(analityk_biznesowy(x)))), ForAll(x, Implies(Not(piłkarz(x)), analityk_biznesowy(x)))]","['każdy nie-wykładowca są piłkarz', 'pewien piłkarz nie są analityk_biznesowy', 'każdy nie-piłkarz są analityk_biznesowy']","['all', 'exists', 'all']",sat,3,1,3,1
"[Exists(x, And(Not(jubiler(x)), kamerdyner(x))), ForAll(x, Implies(kaskader(x), kamerdyner(x))), ForAll(x, Implies(Not(kaskader(x)), Not(student(x)))), ForAll(x, Implies(student(x), Not(jubiler(x))))]","['jakiś nie-jubiler jest kamerdynerem', 'każdy kaskader są kamerdynerem', 'żaden nie-kaskader nie jest student', 'żaden student nie jest jubiler']","['exists', 'all', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(Not(nauczyciel(x)), Not(archeolog(x)))), ForAll(x, Implies(Not(nauczyciel(x)), historyk(x))), Exists(x, And(nauczyciel(x), archeolog(x))), ForAll(x, Implies(Not(historyk(x)), archeolog(x)))]","['żaden nie-nauczyciel nie jest archeolog', 'każdy nie-nauczyciel są historyk', 'pewien nauczyciel są archeolog', 'każdy nie-historyk są archeolog']","['all', 'all', 'exists', 'all']",sat,4,1,4,1
"[Exists(x, And(spiker_radiowy(x), Not(hodowca_zwierząt(x)))), Exists(x, And(hodowca_zwierząt(x), mistrz(x))), ForAll(x,
       Implies(Not(hodowca_zwierząt(x)),
               Not(spiker_radiowy(x)))), Exists(x, And(Not(mistrz(x)), dyrektor_szkoły(x)))]","['jakiś spiker_radiowy nie jest hodowca_zwierząt', 'pewien hodowca_zwierząt są mistrz', 'żaden nie-hodowca_zwierząt nie jest spiker_radiowy', 'jakiś nie-mistrz jest dyrektor_szkoły']","['exists', 'exists', 'all', 'exists']",unsat,4,1,4,1
"[Exists(x, And(Not(poeta(x)), Not(dyrektor_techniczny(x)))), Exists(x, And(Not(student(x)), poeta(x))), ForAll(x, Implies(dyrektor_techniczny(x), Not(student(x)))), ForAll(x, Implies(Not(dyrektor_techniczny(x)), redaktor(x)))]","['jakiś nie-poeta nie jest dyrektor_techniczny', 'jakiś nie-student jest poeta', 'żaden dyrektor_techniczny nie jest student', 'każdy nie-dyrektor_techniczny są redaktor']","['exists', 'exists', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(Not(taksówkarz(x)), dentysta(x))), ForAll(x, Implies(treser_zwierząt(x), Not(taksówkarz(x)))), ForAll(x, Implies(dentysta(x), Not(treser_zwierząt(x)))), Exists(x, And(Not(dentysta(x)), treser_zwierząt(x)))]","['każdy nie-taksówkarz są dentysta', 'żaden treser_zwierząt nie jest taksówkarz', 'żaden dentysta nie jest treser_zwierząt', 'jakiś nie-dentysta jest treser_zwierząt']","['all', 'all', 'all', 'exists']",unsat,4,1,4,1
"[Exists(x, And(Not(tancerz(x)), Not(osadnik(x)))), Exists(x, And(spiker_radiowy(x), Not(osadnik(x)))), Exists(x, And(Not(dyrektor_it(x)), Not(osadnik(x)))), ForAll(x, Implies(Not(tancerz(x)), Not(dyrektor_it(x))))]","['jakiś nie-tancerz nie jest osadnik', 'pewien spiker_radiowy nie są osadnik', 'pewien nie-dyrektor_it nie są osadnik', 'żaden nie-tancerz nie jest dyrektor_it']","['exists', 'exists', 'exists', 'all']",sat,4,1,4,1
"[Exists(x, And(Not(dentysta(x)), lekarz(x))), ForAll(x, Implies(Not(alergolog(x)), Not(lekarz(x)))), ForAll(x, Implies(Not(lekarz(x)), Not(dentysta(x)))), ForAll(x, Implies(Not(inżynier_nlp(x)), Not(lekarz(x))))]","['pewien nie-dentysta są lekarz', 'żaden nie-alergolog nie jest lekarz', 'żaden nie-lekarz nie jest dentysta', 'żaden nie-inżynier_nlp nie jest lekarz']","['exists', 'all', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(pomocnik(x), dyrektor_it(x))), Exists(x, And(ekspert(x), Not(pomocnik(x)))), Exists(x, And(Not(pomocnik(x)), psycholog(x))), ForAll(x, Implies(Not(wiedźma(x)), Not(dyrektor_it(x)))), ForAll(x, Implies(dyrektor_it(x), Not(pomocnik(x))))]","['każdy pomocnik są dyrektor_it', 'jakiś ekspert nie jest pomocnik', 'pewien nie-pomocnik są psycholog', 'żaden nie-wiedźma nie jest dyrektor_it', 'żaden dyrektor_it nie jest pomocnik']","['all', 'exists', 'exists', 'all', 'all']",sat,5,1,5,1
"[ForAll(x, Implies(woźny_sądowy(x), przysięgły(x))), ForAll(x, Implies(gospodarz(x), Not(przysięgły(x)))), Exists(x, And(Not(przysięgły(x)), gospodarz(x)))]","['każdy woźny_sądowy są przysięgły', 'żaden gospodarz nie jest przysięgły', 'jakiś nie-przysięgły jest gospodarz']","['all', 'all', 'exists']",sat,3,1,3,1
"[ForAll(x, Implies(pomocnik(x), Not(strateg(x)))), ForAll(x, Implies(strateg(x), pomocnik(x))), ForAll(x, Implies(Not(strateg(x)), Not(kartograf(x)))), ForAll(x, Implies(analityk_biznesowy(x), pomocnik(x)))]","['żaden pomocnik nie jest strateg', 'każdy strateg są pomocnik', 'żaden nie-strateg nie jest kartograf', 'każdy analityk_biznesowy są pomocnik']","['all', 'all', 'all', 'all']",sat,4,1,4,1
"[Exists(x, And(Not(cynik(x)), handlowiec(x))), ForAll(x, Implies(Not(strateg(x)), królowa(x))), ForAll(x, Implies(strateg(x), królowa(x))), ForAll(x, Implies(cynik(x), strateg(x)))]","['jakiś nie-cynik jest handlowiec', 'każdy nie-strateg są królowa', 'każdy strateg są królowa', 'każdy cynik są strateg']","['exists', 'all', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(szachista(x), Not(skryba(x)))), Exists(x, And(szachista(x), doradca(x))), Exists(x, And(Not(doradca(x)), Not(dyrektor_finansowy(x)))), Exists(x, And(skryba(x), dyrektor_finansowy(x)))]","['żaden szachista nie jest skryba', 'jakiś szachista jest doradca', 'jakiś nie-doradca nie jest dyrektor_finansowy', 'jakiś skryba jest dyrektor_finansowy']","['all', 'exists', 'exists', 'exists']",sat,4,1,4,1
"[ForAll(x, Implies(Not(projektant_wnętrz(x)), Not(aktor(x)))), Exists(x, And(Not(astronom(x)), Not(projektant_wnętrz(x)))), ForAll(x, Implies(astronom(x), aktor(x))), ForAll(x, Implies(aktor(x), Not(audiolog(x))))]","['żaden nie-projektant_wnętrz nie jest aktorem', 'jakiś nie-astronom nie jest projektant_wnętrz', 'każdy astronom są aktorem', 'żaden aktor nie jest audiolog']","['all', 'exists', 'all', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(zapaśnik(x), Not(hydraulik(x)))), Exists(x, And(odwiedzający(x), hydraulik(x))), ForAll(x, Implies(Not(hydraulik(x)), Not(mistrz(x)))), Exists(x, And(Not(zapaśnik(x)), hydraulik(x)))]","['żaden zapaśnik nie jest hydraulik', 'pewien odwiedzający są hydraulik', 'żaden nie-hydraulik nie jest mistrz', 'jakiś nie-zapaśnik jest hydraulik']","['all', 'exists', 'all', 'exists']",sat,4,1,4,1
"[Exists(x, And(Not(gość(x)), Not(prawnik(x)))), ForAll(x, Implies(Not(oszust(x)), Not(astronom(x)))), Exists(x, And(Not(gość(x)), Not(oszust(x)))), Exists(x, And(prawnik(x), astronom(x)))]","['pewien nie-gość nie są prawnik', 'żaden nie-oszust nie jest astronom', 'jakiś nie-gość nie jest oszustem', 'jakiś prawnik jest astronom']","['exists', 'all', 'exists', 'exists']",sat,4,1,4,1
"[ForAll(x, Implies(woźny_sądowy(x), Not(księgowy(x)))), ForAll(x, Implies(Not(woźny_sądowy(x)), napastnik(x))), Exists(x, And(Not(woźny_sądowy(x)), Not(księgowy(x)))), ForAll(x, Implies(rycerz(x), księgowy(x))), Exists(x, And(dorosły(x), Not(woźny_sądowy(x))))]","['żaden woźny_sądowy nie jest księgowy', 'każdy nie-woźny_sądowy są napastnik', 'jakiś nie-woźny_sądowy nie jest księgowy', 'każdy rycerz są księgowy', 'pewien dorosły nie są woźny_sądowy']","['all', 'all', 'exists', 'all', 'exists']",sat,5,1,5,1
"[ForAll(x, Implies(rybak(x), matematyk(x))), ForAll(x, Implies(Not(matematyk(x)), Not(rybak(x)))), Exists(x, And(Not(nauczyciel(x)), żeglarz(x))), ForAll(x, Implies(żeglarz(x), Not(nauczyciel(x))))]","['każdy rybak są matematyk', 'żaden nie-matematyk nie jest rybak', 'pewien nie-nauczyciel są żeglarz', 'żaden żeglarz nie jest nauczyciel']","['all', 'all', 'exists', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(pacjent(x), poeta(x))), Exists(x, And(Not(poeta(x)), sekretarz(x))), Exists(x, And(Not(pacjent(x)), agent_nieruchomości(x))), ForAll(x, Implies(agent_nieruchomości(x), Not(poeta(x))))]","['każdy pacjent są poeta', 'jakiś nie-poeta jest sekretarz', 'jakiś nie-pacjent jest agent_nieruchomości', 'żaden agent_nieruchomości nie jest poeta']","['all', 'exists', 'exists', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(Not(aktor(x)), zawiadowca_stacji(x))), ForAll(x, Implies(sprzątacz(x), zawiadowca_stacji(x))), ForAll(x, Implies(Not(sprzątacz(x)), Not(aktor(x))))]","['każdy nie-aktor są zawiadowca_stacji', 'każdy sprzątacz są zawiadowca_stacji', 'żaden nie-sprzątacz nie jest aktorem']","['all', 'all', 'all']",sat,3,1,3,1
"[ForAll(x, Implies(kamerdyner(x), Not(inżynier_nlp(x)))), Exists(x, And(Not(wiertacz(x)), kamerdyner(x))), Exists(x, And(Not(kamerdyner(x)), Not(wiertacz(x)))), ForAll(x, Implies(Not(inżynier_nlp(x)), taksówkarz(x)))]","['żaden kamerdyner nie jest inżynier_nlp', 'jakiś nie-wiertacz jest kamerdynerem', 'jakiś nie-kamerdyner nie jest wiertacz', 'każdy nie-inżynier_nlp są taksówkarz']","['all', 'exists', 'exists', 'all']",sat,4,1,4,1
"[ForAll(x, Implies(Not(sportowiec(x)), Not(agent_fbi(x)))), ForAll(x,
       Implies(Not(analityk_biznesowy(x)),
               Not(agent_fbi(x)))), Exists(x,
       And(Not(analityk_biznesowy(x)), Not(sportowiec(x)))), ForAll(x, Implies(Not(aktor(x)), analityk_biznesowy(x))), ForAll(x,
       Implies(Not(sportowiec(x)),
               Not(analityk_biznesowy(x))))]","['żaden nie-sportowiec nie jest agent_fbi', 'żaden nie-analityk_biznesowy nie jest agent_fbi', 'jakiś nie-analityk_biznesowy nie jest sportowiec', 'każdy nie-aktor są analityk_biznesowy', 'żaden nie-sportowiec nie jest analityk_biznesowy']","['all', 'all', 'exists', 'all', 'all']",sat,5,1,5,1
"[Exists(x, And(Not(analityk_ilościowy(x)), artysta(x))), ForAll(x, Implies(antropolog(x), artysta(x))), Exists(x, And(analityk_ilościowy(x), artysta(x))), Exists(x, And(Not(wykładowca(x)), antropolog(x)))]","['pewien nie-analityk_ilościowy są artystą', 'każdy antropolog są artystą', 'pewien analityk_ilościowy są artystą', 'pewien nie-wykładowca są antropolog']","['exists', 'all', 'exists', 'exists']",sat,4,1,4,1
"[Exists(x, And(profesor(x), Not(sekretarz(x)))), ForAll(x, Implies(rybak(x), Not(sekretarz(x)))), Exists(x, And(rybak(x), profesor(x)))]","['jakiś profesor nie jest sekretarz', 'żaden rybak nie jest sekretarz', 'pewien rybak są profesor']","['exists', 'all', 'exists']",sat,3,1,3,1
"[Exists(x, And(piekarz(x), Not(uczony(x)))), Exists(x, And(Not(fotograf(x)), dentysta(x))), ForAll(x, Implies(policjant(x), Not(fotograf(x)))), ForAll(x, Implies(Not(piekarz(x)), fotograf(x))), ForAll(x, Implies(Not(uczony(x)), Not(fotograf(x))))]","['pewien piekarz nie są uczony', 'pewien nie-fotograf są dentysta', 'żaden policjant nie jest fotograf', 'każdy nie-piekarz są fotograf', 'żaden nie-uczony nie jest fotograf']","['exists', 'exists', 'all', 'all', 'all']",sat,5,1,5,1
"[Exists(x, And(fryzjer(x), Not(królowa(x)))), Exists(x, And(prezes(x), królowa(x))), ForAll(x, Implies(Not(królowa(x)), Not(fryzjer(x))))]","['jakiś fryzjer nie jest królowa', 'pewien prezes są królowa', 'żaden nie-królowa nie jest fryzjer']","['exists', 'exists', 'all']",unsat,3,1,3,1
"[Exists(x, And(wiedźma(x), piekarz(x))), ForAll(x, Implies(wiedźma(x), lekarz(x))), ForAll(x, Implies(Not(duch(x)), Not(piekarz(x)))), ForAll(x, Implies(Not(duch(x)), Not(lekarz(x))))]","['jakiś wiedźma jest piekarz', 'każdy wiedźma są lekarz', 'żaden nie-duch nie jest piekarz', 'żaden nie-duch nie jest lekarz']","['exists', 'all', 'all', 'all']",sat,4,1,4,1
"[Exists(x,
       And(Not(zawiadowca_stacji(x)),
           Not(treser_zwierząt(x)))), Exists(x,
       And(Not(tajny_agent(x)), Not(zawiadowca_stacji(x)))), Exists(x,
       And(Not(zawiadowca_stacji(x)), treser_zwierząt(x))), ForAll(x, Implies(treser_zwierząt(x), zawiadowca_stacji(x)))]","['jakiś nie-zawiadowca_stacji nie jest treser_zwierząt', 'pewien nie-tajny_agent nie są zawiadowca_stacji', 'jakiś nie-zawiadowca_stacji jest treser_zwierząt', 'każdy treser_zwierząt są zawiadowca_stacji']","['exists', 'exists', 'exists', 'all']",unsat,4,1,4,1
